fecha,plataforma,menciones,sentimiento,likes,shares,comentarios,id_producto
2024-06-12,Twitter,121,Positivo,375,150,9,506
2024-06-12,Instagram,181,Positivo,959,323,95,551
2024-06-12,TikTok,122,Negativo,881,452,50,548
2024-06-12,TikTok,171,Neutral,807,482,89,503
2024-06-12,TikTok,160,Positivo,896,145,68,508
2024-06-12,Twitter,189,Neutral,600,144,88,547
2024-06-12,TikTok,44,Negativo,616,9,33,515
2024-06-12,TikTok,154,Positivo,623,500,50,551
2024-06-12,TikTok,2,Positivo,547,398,93,513
2024-06-12,Twitter,8,Positivo,301,59,20,513
2024-06-12,TikTok,71,Neutral,290,169,46,510
2024-06-12,Instagram,107,Negativo,709,405,85,510
2024-06-12,Twitter,34,Neutral,958,459,21,519
2024-06-12,TikTok,85,Negativo,503,211,87,521
2024-06-12,Facebook,144,Positivo,847,305,18,525
2024-06-12,Instagram,142,Neutral,844,21,57,540
2024-06-12,Facebook,123,Neutral,22,48,47,508
2024-06-12,Instagram,97,Neutral,67,241,80,551
2024-06-12,Instagram,33,Negativo,690,86,21,505
2024-06-12,Twitter,162,Negativo,881,420,44,545
2024-06-13,TikTok,117,Positivo,691,192,92,502
2024-06-13,TikTok,38,Positivo,637,321,64,540
2024-06-13,Instagram,182,Negativo,816,253,26,530
2024-06-13,Instagram,79,Neutral,707,122,75,527
2024-06-13,TikTok,88,Neutral,629,87,64,525
2024-06-13,TikTok,193,Positivo,704,35,18,534
2024-06-13,Instagram,154,Negativo,74,327,15,501
2024-06-13,Twitter,69,Positivo,67,392,99,551
2024-06-13,Twitter,57,Positivo,565,426,8,501
2024-06-13,Facebook,96,Neutral,191,238,37,532
2024-06-13,Facebook,50,Neutral,43,25,20,535
2024-06-13,Instagram,126,Positivo,60,441,74,511
2024-06-13,Twitter,132,Negativo,368,370,44,504
2024-06-13,Facebook,70,Positivo,245,243,41,536
2024-06-13,Facebook,20,Negativo,251,143,71,548
2024-06-13,Twitter,39,Negativo,847,499,57,540
2024-06-13,Instagram,67,Neutral,68,67,53,547
2024-06-13,Facebook,55,Positivo,627,150,16,547
2024-06-13,Twitter,42,Neutral,175,62,97,504
2024-06-13,TikTok,134,Neutral,220,429,3,520
2024-06-13,TikTok,24,Positivo,246,388,80,537
2024-06-13,TikTok,105,Positivo,983,145,3,503
2024-06-13,Instagram,137,Neutral,437,186,39,506
2024-06-13,Twitter,189,Positivo,142,118,30,534
2024-06-13,TikTok,123,Neutral,186,375,6,545
2024-06-13,Twitter,139,Positivo,553,93,94,501
2024-06-13,Instagram,17,Neutral,224,311,22,549
2024-06-13,TikTok,133,Neutral,830,117,91,502
2024-06-13,Instagram,41,Positivo,797,184,54,520
2024-06-13,Facebook,45,Positivo,536,375,75,509
2024-06-14,Twitter,79,Negativo,301,42,92,511
2024-06-14,Facebook,33,Positivo,221,136,93,531
2024-06-14,Instagram,174,Positivo,717,75,68,545
2024-06-14,Instagram,112,Negativo,261,411,71,544
2024-06-14,TikTok,170,Positivo,649,19,30,501
2024-06-14,Twitter,171,Positivo,94,280,69,512
2024-06-14,TikTok,108,Neutral,432,475,33,523
2024-06-14,Twitter,13,Neutral,578,481,8,550
2024-06-14,Facebook,80,Negativo,79,16,16,507
2024-06-14,Facebook,46,Positivo,777,9,66,524
2024-06-14,Facebook,88,Negativo,880,97,17,515
2024-06-14,Instagram,200,Negativo,625,234,60,523
2024-06-14,Twitter,51,Negativo,387,77,22,544
2024-06-14,Facebook,197,Neutral,904,441,97,522
2024-06-14,Facebook,100,Negativo,249,305,93,520
2024-06-14,Twitter,110,Negativo,990,467,55,514
2024-06-14,Twitter,148,Positivo,665,147,31,532
2024-06-14,Instagram,98,Neutral,902,453,96,538
2024-06-15,Instagram,34,Neutral,642,216,83,526
2024-06-15,Instagram,71,Negativo,357,375,44,549
2024-06-15,Instagram,192,Neutral,872,96,24,506
2024-06-15,TikTok,137,Negativo,121,368,23,538
2024-06-15,Twitter,37,Neutral,768,440,47,540
2024-06-15,Instagram,127,Positivo,793,255,26,544
2024-06-15,Facebook,190,Positivo,612,257,96,502
2024-06-15,Instagram,163,Positivo,441,238,47,551
2024-06-15,Facebook,114,Negativo,101,214,59,512
2024-06-15,Twitter,54,Positivo,203,88,49,528
2024-06-15,TikTok,170,Neutral,682,84,32,504
2024-06-15,TikTok,91,Positivo,918,100,38,509
2024-06-15,Facebook,70,Neutral,887,305,2,509
2024-06-15,Instagram,165,Negativo,941,70,46,546
2024-06-15,TikTok,109,Positivo,344,220,27,513
2024-06-15,TikTok,144,Positivo,950,73,56,540
2024-06-15,Instagram,180,Positivo,454,159,45,527
2024-06-15,Facebook,167,Neutral,449,107,43,506
2024-06-15,TikTok,190,Positivo,105,283,88,512
2024-06-15,TikTok,74,Negativo,944,133,12,505
2024-06-15,Instagram,122,Neutral,468,36,73,544
2024-06-15,Twitter,115,Neutral,516,333,80,542
2024-06-15,TikTok,62,Neutral,852,246,10,508
2024-06-15,Instagram,56,Neutral,703,347,61,503
2024-06-16,Twitter,100,Neutral,459,8,27,548
2024-06-16,Twitter,5,Negativo,305,125,62,515
2024-06-16,Facebook,44,Neutral,197,383,1,531
2024-06-16,Facebook,37,Negativo,512,249,12,545
2024-06-16,Facebook,154,Negativo,882,372,25,505
2024-06-16,Twitter,17,Negativo,791,78,71,516
2024-06-16,Twitter,23,Neutral,143,178,27,524
2024-06-16,TikTok,4,Neutral,933,170,94,508
2024-06-16,Twitter,91,Negativo,967,263,9,515
2024-06-16,Twitter,185,Positivo,814,329,99,502
2024-06-16,Facebook,11,Neutral,877,192,95,547
2024-06-16,Instagram,128,Negativo,704,7,71,529
2024-06-17,Instagram,93,Positivo,732,122,72,541
2024-06-17,TikTok,65,Positivo,620,298,12,517
2024-06-17,Twitter,54,Positivo,163,133,25,527
2024-06-17,Twitter,148,Negativo,393,24,14,547
2024-06-17,Facebook,71,Neutral,326,189,51,521
2024-06-17,Facebook,164,Positivo,162,30,76,521
2024-06-17,Twitter,60,Negativo,861,485,85,530
2024-06-17,Twitter,171,Negativo,591,167,72,504
2024-06-17,Twitter,80,Positivo,82,270,15,536
2024-06-17,Twitter,5,Negativo,385,36,66,513
2024-06-17,Twitter,20,Neutral,724,65,48,502
2024-06-17,Instagram,168,Negativo,456,192,99,523
2024-06-17,TikTok,100,Positivo,257,127,25,537
2024-06-17,Facebook,25,Negativo,115,239,38,518
2024-06-17,Twitter,79,Positivo,911,411,19,546
2024-06-17,TikTok,81,Neutral,409,361,5,526
2024-06-17,Instagram,49,Negativo,500,493,53,503
2024-06-18,Facebook,172,Negativo,604,259,34,551
2024-06-18,Facebook,2,Neutral,966,277,75,534
2024-06-18,Twitter,31,Positivo,156,52,0,547
2024-06-18,TikTok,80,Neutral,31,149,49,545
2024-06-18,Instagram,28,Positivo,67,48,87,520
2024-06-18,TikTok,4,Negativo,449,87,36,546
2024-06-18,Twitter,5,Neutral,924,203,25,543
2024-06-18,Twitter,154,Neutral,618,392,1,518
2024-06-18,Twitter,120,Negativo,912,339,92,514
2024-06-18,Twitter,45,Positivo,280,349,49,543
2024-06-18,Facebook,177,Neutral,365,324,68,541
2024-06-18,TikTok,55,Negativo,515,79,37,508
2024-06-18,Facebook,103,Neutral,86,398,66,533
2024-06-18,TikTok,48,Positivo,189,275,29,543
2024-06-18,Twitter,54,Positivo,517,373,66,514
2024-06-18,Twitter,112,Positivo,452,203,20,524
2024-06-18,TikTok,23,Negativo,646,499,81,549
2024-06-18,Facebook,73,Positivo,482,204,89,548
2024-06-18,Instagram,154,Positivo,285,478,62,520
2024-06-18,TikTok,121,Neutral,245,303,78,538
2024-06-18,Facebook,143,Positivo,723,150,42,511
2024-06-18,Facebook,108,Neutral,642,435,18,521
2024-06-18,Facebook,49,Neutral,290,182,66,547
2024-06-18,TikTok,29,Negativo,378,233,68,531
2024-06-18,Facebook,111,Neutral,536,100,42,549
2024-06-18,Twitter,34,Negativo,417,413,70,541
2024-06-18,TikTok,185,Positivo,408,419,6,551
2024-06-18,Facebook,88,Neutral,935,203,17,541
2024-06-18,TikTok,194,Negativo,403,12,12,534
2024-06-19,Twitter,164,Negativo,911,413,73,510
2024-06-19,Twitter,74,Neutral,638,159,19,516
2024-06-19,Facebook,74,Negativo,294,175,55,531
2024-06-19,Facebook,195,Neutral,111,80,31,526
2024-06-19,Instagram,16,Neutral,893,435,53,523
2024-06-19,Twitter,75,Positivo,997,291,41,520
2024-06-19,Instagram,18,Positivo,913,291,97,538
2024-06-19,TikTok,156,Neutral,734,369,87,508
2024-06-19,Twitter,195,Negativo,251,288,28,511
2024-06-19,TikTok,39,Neutral,636,222,85,525
2024-06-19,Facebook,33,Neutral,148,156,9,511
2024-06-19,TikTok,191,Neutral,517,367,67,501
2024-06-19,Instagram,129,Neutral,303,100,86,509
2024-06-19,Facebook,126,Negativo,462,114,51,533
2024-06-19,Instagram,63,Negativo,499,189,33,502
2024-06-19,Twitter,112,Positivo,628,329,82,524
2024-06-19,TikTok,50,Negativo,540,422,1,516
2024-06-19,TikTok,190,Positivo,674,54,52,531
2024-06-19,Instagram,5,Negativo,889,250,84,536
2024-06-19,Facebook,133,Neutral,857,192,96,502
2024-06-19,TikTok,182,Neutral,679,139,17,521
2024-06-20,Facebook,116,Neutral,775,426,54,534
2024-06-20,Instagram,196,Negativo,757,159,97,522
2024-06-20,Facebook,114,Positivo,923,305,43,538
2024-06-20,Instagram,81,Neutral,170,257,93,544
2024-06-20,Facebook,12,Neutral,968,283,67,540
2024-06-20,Instagram,164,Negativo,173,42,46,531
2024-06-20,TikTok,69,Neutral,496,344,60,520
2024-06-20,Twitter,138,Positivo,321,261,50,506
2024-06-20,Twitter,100,Negativo,812,105,60,542
2024-06-20,Facebook,141,Negativo,637,27,79,510
2024-06-20,TikTok,34,Negativo,925,57,86,511
2024-06-20,Facebook,35,Neutral,931,191,86,514
2024-06-21,Twitter,103,Neutral,59,282,18,544
2024-06-21,TikTok,165,Negativo,622,181,3,509
2024-06-21,Twitter,53,Negativo,350,85,92,502
2024-06-21,Instagram,142,Negativo,942,200,58,537
2024-06-21,Instagram,19,Positivo,34,246,26,524
2024-06-21,TikTok,45,Negativo,87,169,47,524
2024-06-21,Instagram,173,Positivo,906,148,68,523
2024-06-21,Facebook,76,Negativo,419,58,43,512
2024-06-21,Facebook,162,Negativo,325,117,16,537
2024-06-21,Instagram,191,Positivo,465,317,1,537
2024-06-21,Twitter,154,Negativo,181,309,30,517
2024-06-21,Facebook,50,Neutral,604,135,39,518
2024-06-21,Twitter,32,Positivo,587,196,78,512
2024-06-21,Twitter,173,Negativo,977,297,100,502
2024-06-21,Facebook,77,Positivo,639,294,1,513
2024-06-21,TikTok,38,Neutral,716,289,27,546
2024-06-21,Instagram,154,Negativo,120,6,54,537
2024-06-21,TikTok,27,Negativo,72,306,88,542
2024-06-21,Instagram,35,Neutral,884,286,42,541
2024-06-21,TikTok,104,Positivo,151,419,58,514
2024-06-21,Instagram,188,Positivo,804,42,33,544
2024-06-22,Instagram,22,Neutral,25,198,86,551
2024-06-22,Instagram,36,Negativo,181,387,79,515
2024-06-22,Facebook,142,Positivo,951,417,86,543
2024-06-22,Facebook,50,Positivo,959,99,95,504
2024-06-22,Facebook,159,Negativo,733,301,93,534
2024-06-22,TikTok,16,Positivo,516,57,18,546
2024-06-22,TikTok,177,Positivo,551,238,40,505
2024-06-22,TikTok,178,Positivo,413,42,27,547
2024-06-22,Instagram,29,Negativo,829,223,18,538
2024-06-22,Twitter,77,Negativo,602,8,100,508
2024-06-23,Instagram,178,Neutral,704,449,90,519
2024-06-23,Twitter,98,Positivo,918,287,37,540
2024-06-23,Instagram,104,Positivo,472,262,99,509
2024-06-23,Facebook,157,Positivo,666,227,61,501
2024-06-23,TikTok,47,Positivo,197,223,69,504
2024-06-23,Instagram,77,Negativo,980,292,85,501
2024-06-23,Instagram,20,Positivo,29,413,42,530
2024-06-23,Facebook,118,Neutral,469,263,54,549
2024-06-23,Facebook,183,Neutral,997,380,20,541
2024-06-23,Instagram,56,Positivo,33,297,66,536
2024-06-24,Twitter,147,Positivo,726,447,51,545
2024-06-24,TikTok,139,Neutral,549,233,25,534
2024-06-24,Instagram,46,Positivo,225,284,81,516
2024-06-24,Facebook,57,Neutral,452,102,44,507
2024-06-24,Facebook,144,Neutral,357,228,85,510
2024-06-24,TikTok,54,Neutral,825,169,91,505
2024-06-24,Instagram,48,Neutral,353,472,3,521
2024-06-24,Instagram,93,Neutral,16,415,58,511
2024-06-24,Instagram,17,Positivo,129,32,22,514
2024-06-24,TikTok,134,Neutral,986,334,73,533
2024-06-24,Instagram,66,Positivo,158,380,38,533
2024-06-24,Twitter,74,Positivo,600,305,92,512
2024-06-24,TikTok,139,Negativo,354,79,9,538
2024-06-24,Instagram,114,Positivo,689,398,53,545
2024-06-24,Facebook,150,Negativo,960,414,57,506
2024-06-24,TikTok,7,Positivo,713,5,73,510
2024-06-24,Twitter,16,Positivo,234,170,91,507
2024-06-24,Twitter,181,Neutral,817,399,73,529
2024-06-24,TikTok,4,Neutral,1000,93,66,518
2024-06-25,Twitter,55,Positivo,378,80,74,502
2024-06-25,Instagram,95,Positivo,345,361,6,533
2024-06-25,Facebook,88,Positivo,591,201,1,503
2024-06-25,Instagram,67,Positivo,507,322,58,503
2024-06-25,Instagram,192,Positivo,966,399,86,513
2024-06-25,TikTok,21,Positivo,228,189,40,543
2024-06-25,Facebook,96,Negativo,390,377,27,544
2024-06-25,Facebook,53,Negativo,64,256,82,536
2024-06-25,TikTok,155,Negativo,700,317,38,543
2024-06-25,Instagram,187,Negativo,88,272,5,517
2024-06-26,Instagram,58,Neutral,223,321,0,542
2024-06-26,TikTok,133,Neutral,116,338,43,511
2024-06-26,Twitter,54,Neutral,510,447,91,545
2024-06-26,TikTok,41,Positivo,180,44,58,549
2024-06-26,Instagram,129,Positivo,686,172,1,544
2024-06-26,Instagram,64,Positivo,690,111,84,521
2024-06-26,Instagram,183,Negativo,10,272,98,509
2024-06-26,Facebook,88,Negativo,61,143,93,509
2024-06-26,Facebook,108,Negativo,538,145,59,518
2024-06-26,Twitter,41,Neutral,681,140,19,536
2024-06-26,TikTok,189,Neutral,165,262,30,517
2024-06-26,Instagram,83,Neutral,961,363,20,546
2024-06-26,Twitter,87,Neutral,330,9,32,538
2024-06-26,Twitter,7,Negativo,461,112,8,549
2024-06-26,Twitter,188,Neutral,965,166,54,505
2024-06-26,Instagram,9,Positivo,408,182,22,537
2024-06-26,Instagram,66,Negativo,875,305,96,540
2024-06-26,Twitter,52,Neutral,273,166,70,541
2024-06-26,Instagram,153,Negativo,497,458,28,543
2024-06-26,TikTok,115,Neutral,235,296,80,535
2024-06-26,Instagram,156,Negativo,747,203,29,518
2024-06-26,Twitter,16,Negativo,890,10,26,549
2024-06-26,TikTok,22,Negativo,914,275,48,543
2024-06-26,Twitter,139,Positivo,930,425,93,518
2024-06-27,Facebook,35,Neutral,72,79,73,538
2024-06-27,Instagram,197,Negativo,550,410,19,537
2024-06-27,Twitter,177,Positivo,147,414,54,508
2024-06-27,Facebook,192,Negativo,355,180,88,502
2024-06-27,Twitter,165,Neutral,366,18,13,509
2024-06-27,TikTok,178,Positivo,244,37,35,519
2024-06-27,Instagram,105,Positivo,762,88,33,501
2024-06-27,Twitter,25,Negativo,47,329,19,545
2024-06-27,Instagram,23,Positivo,283,115,76,528
2024-06-27,Instagram,151,Positivo,64,120,93,513
2024-06-27,Instagram,148,Negativo,930,233,66,536
2024-06-27,TikTok,70,Neutral,236,452,55,549
2024-06-27,Facebook,10,Positivo,449,234,66,545
2024-06-27,TikTok,182,Neutral,64,234,82,517
2024-06-27,TikTok,36,Negativo,192,229,6,550
2024-06-27,Facebook,139,Negativo,449,179,88,548
2024-06-27,Instagram,138,Positivo,179,322,94,502
2024-06-27,Facebook,93,Neutral,738,66,90,508
2024-06-27,Facebook,80,Positivo,185,141,47,523
2024-06-27,Facebook,109,Negativo,953,75,97,535
2024-06-27,TikTok,156,Positivo,881,193,61,530
2024-06-27,TikTok,5,Positivo,892,120,6,540
2024-06-27,Instagram,187,Neutral,441,248,96,534
2024-06-27,Facebook,161,Negativo,662,399,95,528
2024-06-28,TikTok,66,Negativo,882,239,56,524
2024-06-28,TikTok,50,Neutral,492,481,25,503
2024-06-28,Instagram,67,Neutral,489,400,79,522
2024-06-28,Instagram,123,Positivo,760,347,9,550
2024-06-28,Instagram,41,Positivo,280,316,83,535
2024-06-28,Instagram,69,Positivo,650,370,20,536
2024-06-28,Twitter,146,Positivo,871,8,14,541
2024-06-28,Twitter,198,Negativo,850,470,64,534
2024-06-28,TikTok,183,Positivo,498,77,7,535
2024-06-28,Facebook,51,Positivo,645,289,18,541
2024-06-28,Instagram,1,Positivo,918,106,74,535
2024-06-28,Twitter,176,Negativo,198,321,82,512
2024-06-29,Instagram,102,Neutral,274,12,26,531
2024-06-29,Twitter,174,Negativo,715,124,26,508
2024-06-29,Facebook,98,Negativo,785,311,49,543
2024-06-29,Instagram,41,Negativo,430,308,28,504
2024-06-29,Facebook,56,Neutral,516,92,26,511
2024-06-29,TikTok,11,Neutral,832,119,75,541
2024-06-29,Twitter,57,Negativo,11,497,25,535
2024-06-29,TikTok,163,Neutral,646,260,21,511
2024-06-29,Instagram,1,Positivo,32,108,54,551
2024-06-29,Facebook,13,Negativo,742,114,38,532
2024-06-29,Twitter,52,Neutral,436,376,62,551
2024-06-29,Facebook,185,Positivo,423,20,54,518
2024-06-29,Instagram,129,Neutral,206,168,17,512
2024-06-29,Instagram,21,Positivo,591,250,7,545
2024-06-29,Twitter,135,Neutral,866,112,80,526
2024-06-29,TikTok,172,Positivo,952,128,16,528
2024-06-30,Facebook,144,Positivo,441,106,66,547
2024-06-30,Facebook,185,Negativo,670,196,65,525
2024-06-30,Twitter,79,Neutral,835,40,19,510
2024-06-30,Instagram,72,Neutral,273,218,67,505
2024-06-30,Twitter,78,Neutral,742,462,88,511
2024-06-30,Instagram,73,Negativo,185,354,70,531
2024-06-30,TikTok,193,Positivo,787,281,78,513
2024-06-30,TikTok,57,Positivo,698,108,2,507
2024-06-30,TikTok,141,Negativo,866,32,71,545
2024-06-30,Twitter,198,Negativo,98,190,15,541
2024-06-30,Facebook,97,Positivo,166,398,29,512
2024-06-30,Twitter,36,Negativo,918,449,59,528
2024-06-30,Twitter,26,Positivo,900,103,19,541
2024-06-30,Instagram,81,Neutral,88,29,56,529
2024-06-30,Facebook,5,Neutral,891,107,71,528
2024-06-30,Instagram,166,Negativo,398,487,67,517
2024-06-30,TikTok,174,Negativo,118,478,38,505
2024-06-30,Instagram,156,Neutral,609,260,1,551
2024-06-30,Instagram,199,Negativo,517,109,19,536
2024-06-30,Twitter,200,Positivo,846,28,79,541
2024-06-30,Twitter,90,Neutral,367,140,16,519
2024-06-30,TikTok,20,Negativo,861,198,36,527
2024-06-30,TikTok,120,Neutral,162,236,44,519
2024-06-30,Facebook,100,Positivo,119,476,69,534
2024-06-30,Twitter,11,Neutral,197,190,71,546
2024-06-30,Facebook,93,Positivo,595,116,79,510
2024-06-30,TikTok,181,Negativo,299,411,23,530
2024-07-01,Facebook,157,Negativo,880,430,11,545
2024-07-01,TikTok,137,Negativo,730,14,97,527
2024-07-01,Facebook,50,Neutral,120,279,0,507
2024-07-01,Facebook,94,Positivo,403,243,37,526
2024-07-01,TikTok,18,Positivo,942,267,21,511
2024-07-01,TikTok,59,Positivo,711,305,53,522
2024-07-01,Instagram,136,Positivo,475,25,93,507
2024-07-01,TikTok,85,Positivo,68,162,29,526
2024-07-01,Twitter,194,Neutral,286,478,19,510
2024-07-01,Twitter,90,Neutral,968,483,29,518
2024-07-01,TikTok,76,Neutral,487,275,69,506
2024-07-01,Facebook,173,Negativo,112,420,83,515
2024-07-01,Instagram,104,Negativo,619,42,93,545
2024-07-01,Facebook,16,Positivo,186,162,16,535
2024-07-01,Twitter,121,Neutral,108,297,99,548
2024-07-01,TikTok,109,Negativo,907,198,89,505
2024-07-02,Instagram,121,Positivo,253,405,74,540
2024-07-02,Twitter,94,Neutral,961,493,85,541
2024-07-02,Twitter,149,Negativo,996,68,69,528
2024-07-02,Instagram,36,Negativo,278,466,100,542
2024-07-02,TikTok,52,Negativo,135,101,29,506
2024-07-02,Facebook,106,Negativo,374,477,51,540
2024-07-02,TikTok,96,Neutral,138,340,62,528
2024-07-02,Facebook,149,Negativo,959,106,82,550
2024-07-02,Facebook,162,Negativo,499,393,13,550
2024-07-02,Twitter,10,Neutral,138,85,16,522
2024-07-02,Instagram,144,Negativo,844,273,19,551
2024-07-02,Facebook,2,Neutral,600,78,10,513
2024-07-02,Instagram,177,Positivo,167,267,2,530
2024-07-02,TikTok,167,Neutral,342,78,54,538
2024-07-02,Twitter,30,Positivo,54,226,71,535
2024-07-02,Instagram,155,Negativo,471,38,33,502
2024-07-02,Facebook,103,Negativo,80,262,38,523
2024-07-02,Twitter,27,Neutral,258,430,90,528
2024-07-02,TikTok,40,Positivo,500,482,36,541
2024-07-02,Twitter,123,Negativo,563,87,67,547
2024-07-02,Twitter,11,Positivo,383,259,46,525
2024-07-02,Facebook,109,Positivo,693,10,41,543
2024-07-02,Twitter,114,Negativo,237,224,90,525
2024-07-02,Instagram,84,Positivo,218,101,8,542
2024-07-02,Facebook,108,Positivo,506,6,94,520
2024-07-02,Twitter,20,Negativo,967,205,39,507
2024-07-02,Twitter,11,Negativo,820,198,64,523
2024-07-03,TikTok,120,Positivo,736,465,47,537
2024-07-03,Instagram,53,Neutral,901,197,23,551
2024-07-03,TikTok,192,Positivo,283,471,0,509
2024-07-03,TikTok,124,Positivo,687,449,41,528
2024-07-03,TikTok,133,Positivo,107,194,76,513
2024-07-03,Twitter,37,Positivo,495,327,65,519
2024-07-03,Instagram,93,Positivo,900,489,94,517
2024-07-03,TikTok,49,Neutral,153,6,18,520
2024-07-03,Facebook,72,Positivo,376,40,74,547
2024-07-03,TikTok,95,Neutral,977,105,85,514
2024-07-03,Instagram,156,Positivo,232,387,67,518
2024-07-03,Facebook,162,Positivo,541,468,99,536
2024-07-03,Twitter,115,Negativo,220,242,93,519
2024-07-03,Facebook,88,Neutral,313,83,20,512
2024-07-03,Twitter,75,Neutral,39,257,20,515
2024-07-03,Twitter,133,Neutral,810,354,66,547
2024-07-03,TikTok,159,Negativo,517,16,100,540
2024-07-03,TikTok,60,Positivo,333,404,48,551
2024-07-03,TikTok,112,Neutral,620,474,78,516
2024-07-03,Facebook,149,Negativo,892,219,35,507
2024-07-03,Twitter,56,Neutral,774,69,7,523
2024-07-04,TikTok,97,Negativo,174,165,58,535
2024-07-04,Facebook,96,Positivo,926,170,47,515
2024-07-04,Facebook,110,Neutral,187,373,57,520
2024-07-04,TikTok,57,Positivo,764,411,64,506
2024-07-04,Instagram,37,Positivo,260,474,86,548
2024-07-04,Facebook,82,Negativo,593,404,94,525
2024-07-04,Instagram,97,Neutral,109,466,18,535
2024-07-04,Facebook,183,Positivo,34,477,100,532
2024-07-04,Instagram,164,Neutral,677,284,14,521
2024-07-04,Facebook,84,Positivo,485,382,2,548
2024-07-04,TikTok,139,Positivo,72,279,89,536
2024-07-04,TikTok,179,Positivo,747,463,79,536
2024-07-04,TikTok,85,Negativo,258,361,10,502
2024-07-05,Facebook,40,Positivo,320,474,67,515
2024-07-05,Instagram,88,Positivo,482,104,40,536
2024-07-05,Instagram,127,Negativo,25,10,21,523
2024-07-05,Twitter,175,Neutral,834,68,3,520
2024-07-05,Twitter,43,Neutral,570,418,62,513
2024-07-05,Twitter,197,Neutral,192,460,99,520
2024-07-05,Facebook,41,Negativo,554,306,43,521
2024-07-05,TikTok,27,Negativo,234,63,16,513
2024-07-05,Instagram,26,Negativo,658,435,88,505
2024-07-05,TikTok,103,Neutral,630,180,58,514
2024-07-05,Facebook,96,Negativo,492,62,6,504
2024-07-05,Twitter,112,Negativo,774,152,99,512
2024-07-05,Instagram,132,Negativo,89,25,80,542
2024-07-05,Twitter,57,Negativo,53,40,92,533
2024-07-05,Instagram,188,Negativo,485,67,93,530
2024-07-05,Instagram,193,Negativo,505,336,49,542
2024-07-05,Twitter,144,Neutral,488,351,34,541
2024-07-05,Facebook,93,Neutral,511,262,46,542
2024-07-05,Instagram,181,Positivo,568,183,75,530
2024-07-05,Instagram,87,Negativo,502,364,0,529
2024-07-05,TikTok,152,Neutral,444,295,36,514
2024-07-05,Instagram,31,Negativo,558,414,19,533
2024-07-05,Twitter,122,Positivo,105,122,6,535
2024-07-05,Instagram,57,Negativo,937,148,94,548
2024-07-05,Twitter,184,Neutral,564,343,7,506
2024-07-05,TikTok,54,Negativo,663,137,76,540
2024-07-05,Facebook,69,Negativo,109,235,46,516
2024-07-05,TikTok,142,Neutral,534,303,17,545
2024-07-06,Instagram,37,Positivo,903,321,66,540
2024-07-06,Instagram,14,Neutral,872,266,73,511
2024-07-06,Facebook,19,Positivo,358,459,98,539
2024-07-06,Twitter,198,Neutral,221,379,22,504
2024-07-06,Twitter,149,Positivo,389,174,42,539
2024-07-06,Twitter,107,Positivo,796,55,16,523
2024-07-06,TikTok,25,Negativo,947,170,74,537
2024-07-06,Twitter,109,Negativo,123,103,83,539
2024-07-06,Twitter,28,Negativo,295,37,73,551
2024-07-06,Instagram,138,Positivo,545,354,58,549
2024-07-06,Instagram,64,Negativo,897,464,89,528
2024-07-06,Instagram,94,Neutral,683,201,95,519
2024-07-06,TikTok,97,Positivo,416,67,68,513
2024-07-06,TikTok,42,Neutral,519,434,61,548
2024-07-06,Facebook,71,Positivo,559,499,49,508
2024-07-06,Instagram,193,Positivo,843,121,30,539
2024-07-06,Instagram,78,Neutral,516,445,61,535
2024-07-06,Facebook,78,Negativo,957,232,0,523
2024-07-06,Instagram,98,Negativo,227,353,18,520
2024-07-06,Instagram,96,Neutral,201,449,33,540
2024-07-06,Instagram,124,Negativo,398,428,58,529
2024-07-06,TikTok,64,Neutral,621,90,48,522
2024-07-06,Instagram,15,Neutral,871,250,59,547
2024-07-06,Instagram,11,Negativo,90,206,14,542
2024-07-06,Twitter,7,Positivo,164,100,69,547
2024-07-06,Instagram,101,Positivo,259,17,16,501
2024-07-06,Instagram,1,Neutral,605,440,84,543
2024-07-07,Instagram,88,Negativo,703,60,46,530
2024-07-07,Instagram,131,Neutral,885,222,56,501
2024-07-07,Twitter,135,Positivo,319,236,73,529
2024-07-07,Facebook,126,Neutral,540,217,38,541
2024-07-07,Facebook,22,Neutral,343,343,22,510
2024-07-07,Twitter,6,Positivo,229,299,3,550
2024-07-07,Twitter,163,Negativo,474,233,13,533
2024-07-07,Facebook,46,Positivo,40,74,36,519
2024-07-07,Twitter,124,Neutral,725,498,39,541
2024-07-07,Twitter,13,Negativo,469,297,63,532
2024-07-07,Instagram,144,Negativo,663,80,2,511
2024-07-07,TikTok,138,Positivo,113,75,29,551
2024-07-07,TikTok,30,Neutral,276,387,55,516
2024-07-07,Twitter,43,Negativo,570,382,94,526
2024-07-08,TikTok,193,Negativo,783,475,14,521
2024-07-08,Twitter,67,Positivo,47,27,16,502
2024-07-08,TikTok,49,Positivo,485,66,64,530
2024-07-08,Facebook,119,Neutral,760,416,33,533
2024-07-08,Instagram,161,Neutral,873,5,35,550
2024-07-08,Twitter,51,Positivo,536,185,52,516
2024-07-08,Facebook,119,Positivo,836,416,22,538
2024-07-08,TikTok,198,Positivo,507,250,53,532
2024-07-08,Facebook,132,Positivo,794,24,85,549
2024-07-08,TikTok,197,Negativo,480,319,46,549
2024-07-08,Facebook,27,Positivo,809,225,44,523
2024-07-08,Facebook,60,Positivo,230,213,30,501
2024-07-08,Facebook,173,Positivo,497,116,96,541
2024-07-08,Facebook,200,Positivo,620,176,74,524
2024-07-08,TikTok,85,Neutral,831,101,78,508
